Salle,Film,Version,Relief,Payants,Gratuits,Places libres,Taux remplissage,date,time
SALLE 5,Pokémon Détective Pikachu,VF,2D,15.0,,99.0,"13,16%",02/06/2019,13:30
SALLE 6,Aladdin,VF,2D,22.0,,266.0,"7,64%",02/06/2019,13:30
SALLE 1,Venise N'est Pas En Italie,FR,2D,24.0,,69.0,"25,81%",02/06/2019,15:40
SALLE 4,Pokémon Détective Pikachu,VF,2D,12.0,,81.0,"12,90%",02/06/2019,15:40
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,4.0,,110.0,"3,51%",02/06/2019,15:40
SALLE 3,Rocketman,VF,2D,10.0,2.0,180.0,"6,25%",02/06/2019,16:00
SALLE 2,Douleur Et Gloire,VF,2D,7.0,,137.0,"4,86%",02/06/2019,16:10
SALLE 6,Aladdin,VF,2D,39.0,,249.0,"13,54%",02/06/2019,16:20
SALLE 1,Aladdin,VF,2D,30.0,,63.0,"32,26%",02/06/2019,18:00
SALLE 4,Nous Finirons Ensemble,FR,2D,7.0,,86.0,"7,53%",02/06/2019,18:00
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,21.0,,93.0,"18,42%",02/06/2019,18:20
SALLE 2,Sibyl,FR,2D,4.0,,140.0,"2,78%",02/06/2019,18:30
SALLE 3,Douleur Et Gloire,VO,2D,6.0,,186.0,"3,13%",02/06/2019,18:30
SALLE 6,Les Crevettes Pailletées,FR,2D,2.0,,286.0,"0,69%",02/06/2019,19:00
SALLE 1,Lourdes,FR,2D,9.0,,84.0,"9,68%",02/06/2019,20:40
SALLE 2,Rocketman,VF,2D,7.0,,137.0,"4,86%",02/06/2019,20:40
SALLE 3,Les Plus Belles Années D'une Vie,FR,2D,,,192.0,,02/06/2019,21:00
SALLE 4,Sibyl,FR,2D,,,93.0,,02/06/2019,21:00
SALLE 5,Nous Finirons Ensemble,FR,2D,4.0,,110.0,"3,51%",02/06/2019,21:00
SALLE 6,Douleur Et Gloire,VF,2D,,,288.0,,02/06/2019,21:00
SALLE 1,Douleur Et Gloire,VF,2D,1.0,,92.0,"1,08%",03/06/2019,13:50
SALLE 2,Nous Finirons Ensemble,FR,2D,1.0,,143.0,"0,69%",03/06/2019,13:50
SALLE 3,Les Plus Belles Années D'une Vie,FR,2D,,,192.0,,03/06/2019,13:50
SALLE 4,Venise N'est Pas En Italie,FR,2D,5.0,2.0,86.0,"7,53%",03/06/2019,13:50
SALLE 5,Sibyl,FR,2D,3.0,,111.0,"2,63%",03/06/2019,13:50
SALLE 6,Les Crevettes Pailletées,FR,2D,1.0,,287.0,"0,35%",03/06/2019,13:50
SALLE 3,Les Crevettes Pailletées,FR,2D,,,192.0,,03/06/2019,16:00
SALLE 4,Sibyl,FR,2D,1.0,,92.0,"1,08%",03/06/2019,16:00
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,1.0,,113.0,"0,88%",03/06/2019,16:00
SALLE 6,Rocketman,VF,2D,2.0,,286.0,"0,69%",03/06/2019,16:00
SALLE 1,Lourdes,FR,2D,15.0,,78.0,"16,13%",03/06/2019,16:20
SALLE 2,Venise N'est Pas En Italie,FR,2D,9.0,,135.0,"6,25%",03/06/2019,16:30
SALLE 4,Nous Finirons Ensemble,FR,2D,5.0,,88.0,"5,38%",03/06/2019,18:10
SALLE 1,Lourdes,FR,2D,20.0,,73.0,"21,51%",03/06/2019,18:20
SALLE 3,Rocketman,VF,2D,,,192.0,,03/06/2019,18:30
SALLE 6,Douleur Et Gloire,VO,2D,2.0,,286.0,"0,69%",03/06/2019,18:30
SALLE 2,Les Plus Belles Années D'une Vie,FR,2D,,,144.0,,03/06/2019,18:40
SALLE 5,Pokémon Détective Pikachu,VF,2D,,,114.0,,03/06/2019,18:40
SALLE 1,Douleur Et Gloire,VF,2D,,,93.0,,03/06/2019,21:00
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,6.0,,138.0,"4,17%",03/06/2019,21:00
SALLE 3,Rocketman,VO,2D,5.0,1.0,186.0,"3,13%",03/06/2019,21:00
SALLE 4,Sibyl,FR,2D,,,93.0,,03/06/2019,21:00
SALLE 5,Venise N'est Pas En Italie,FR,2D,6.0,2.0,106.0,"7,02%",03/06/2019,21:00
SALLE 6,Les Plus Belles Années D'une Vie,FR,2D,,,288.0,,03/06/2019,21:00
SALLE 2,Le Destin,FR,2D,38.0,5.0,101.0,"29,86%",04/06/2019,11:10
SALLE 1,Lourdes,FR,2D,5.0,,88.0,"5,38%",04/06/2019,13:50
SALLE 2,Venise N'est Pas En Italie,FR,2D,2.0,,142.0,"1,39%",04/06/2019,13:50
SALLE 3,Les Plus Belles Années D'une Vie,FR,2D,1.0,,191.0,"0,52%",04/06/2019,13:50
SALLE 4,Douleur Et Gloire,VO,2D,1.0,,92.0,"1,08%",04/06/2019,13:50
SALLE 5,Sibyl,FR,2D,4.0,,110.0,"3,51%",04/06/2019,13:50
SALLE 6,Nous Finirons Ensemble,FR,2D,5.0,,283.0,"1,74%",04/06/2019,13:50
SALLE 2,Rocketman,VO,2D,2.0,,142.0,"1,39%",04/06/2019,15:50
SALLE 1,Les Crevettes Pailletées,FR,2D,2.0,,91.0,"2,15%",04/06/2019,16:00
SALLE 3,Douleur Et Gloire,VF,2D,3.0,,189.0,"1,56%",04/06/2019,16:00
SALLE 5,Nous Finirons Ensemble,FR,2D,1.0,,113.0,"0,88%",04/06/2019,16:00
SALLE 4,Les Plus Belles Années D'une Vie,FR,2D,3.0,,90.0,"3,23%",04/06/2019,16:10
SALLE 6,Godzilla Ii Roi Des Monstres,VF,2D,8.0,,280.0,"2,78%",04/06/2019,16:30
SALLE 1,Nous Finirons Ensemble,FR,2D,5.0,,88.0,"5,38%",04/06/2019,18:20
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,5.0,,139.0,"3,47%",04/06/2019,18:20
SALLE 3,Rocketman,VF,2D,5.0,,187.0,"2,60%",04/06/2019,18:20
SALLE 4,Pokémon Détective Pikachu,VF,2D,11.0,,82.0,"11,83%",04/06/2019,18:20
SALLE 5,Venise N'est Pas En Italie,FR,2D,12.0,,102.0,"10,53%",04/06/2019,18:40
SALLE 6,Les Plus Belles Années D'une Vie,FR,2D,,,288.0,,04/06/2019,19:00
SALLE 1,Les Crevettes Pailletées,FR,2D,16.0,,77.0,"17,20%",04/06/2019,21:00
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,7.0,,137.0,"4,86%",04/06/2019,21:00
SALLE 3,Rocketman,VF,2D,9.0,,183.0,"4,69%",04/06/2019,21:00
SALLE 4,Douleur Et Gloire,VO,2D,9.0,,84.0,"9,68%",04/06/2019,21:00
SALLE 5,Sibyl,FR,2D,3.0,,111.0,"2,63%",04/06/2019,21:00
SALLE 6,Aladdin,VF,2D,25.0,,263.0,"8,68%",04/06/2019,21:00
SALLE 1,Le Jeune Ahmed,FR,2D,1.0,,92.0,"1,08%",05/06/2019,13:30
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,7.0,,137.0,"4,86%",05/06/2019,13:30
SALLE 3,Aladdin,VF,2D,31.0,2.0,159.0,"17,19%",05/06/2019,13:30
SALLE 4,Rocketman,VF,2D,,,93.0,,05/06/2019,13:30
SALLE 5,Stubby,FR,2D,2.0,,112.0,"1,75%",05/06/2019,13:30
SALLE 6,X-men : Dark Phoenix,VF,2D,4.0,,284.0,"1,39%",05/06/2019,13:30
SALLE 5,Drôles De Cigognes !,VF,2D,11.0,,103.0,"9,65%",05/06/2019,15:20
SALLE 1,Douleur Et Gloire,VO,2D,2.0,,91.0,"2,15%",05/06/2019,15:30
SALLE 6,Venise N'est Pas En Italie,FR,2D,3.0,1.0,284.0,"1,39%",05/06/2019,15:50
SALLE 4,Pokémon Détective Pikachu,VF,2D,10.0,,83.0,"10,75%",05/06/2019,16:00
SALLE 2,Aladdin,VF,2D,15.0,,129.0,"10,42%",05/06/2019,16:10
SALLE 3,X-men : Dark Phoenix,VF,2D,12.0,,180.0,"6,25%",05/06/2019,16:10
SALLE 5,Sibyl,FR,2D,,,114.0,,05/06/2019,16:30
SALLE 1,Aladdin,VF,2D,15.0,,78.0,"16,13%",05/06/2019,18:00
SALLE 6,Home,FR,2D,,45.0,243.0,"15,63%",05/06/2019,18:00
SALLE 4,Rocketman,VF,2D,13.0,,80.0,"13,98%",05/06/2019,18:20
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,7.0,,185.0,"3,65%",05/06/2019,18:30
SALLE 5,The Dead Don't Die,VO,2D,3.0,,111.0,"2,63%",05/06/2019,18:30
SALLE 2,Une Part D'ombre,FR,2D,,,144.0,,05/06/2019,18:40
SALLE 1,Le Jeune Ahmed,FR,2D,,,93.0,,05/06/2019,21:00
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,4.0,,140.0,"2,78%",05/06/2019,21:00
SALLE 3,Les Plus Belles Années D'une Vie,FR,2D,,,192.0,,05/06/2019,21:00
SALLE 4,Rocketman,VF,2D,2.0,,91.0,"2,15%",05/06/2019,21:00
SALLE 5,Venise N'est Pas En Italie,FR,2D,7.0,,107.0,"6,14%",05/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,37.0,,251.0,"12,85%",05/06/2019,21:00
SALLE 3,Le Destin,VO,2D,44.0,4.0,144.0,"25,00%",06/06/2019,11:00
SALLE 2,Aïlo : Une Odyssée En Laponie,FR,2D,73.0,10.0,61.0,"57,64%",06/06/2019,11:45
SALLE 1,Les Plus Belles Années D'une Vie,FR,2D,,,93.0,,06/06/2019,13:50
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,3.0,,141.0,"2,08%",06/06/2019,13:50
SALLE 3,Sibyl,FR,2D,5.0,,187.0,"2,60%",06/06/2019,13:50
SALLE 4,Douleur Et Gloire,VF,2D,,,93.0,,06/06/2019,13:50
SALLE 5,Rocketman,VO,2D,1.0,,113.0,"0,88%",06/06/2019,13:50
SALLE 6,Venise N'est Pas En Italie,FR,2D,4.0,1.0,283.0,"1,74%",06/06/2019,13:50
SALLE 1,Le Jeune Ahmed,FR,2D,5.0,,88.0,"5,38%",06/06/2019,15:40
SALLE 6,Godzilla Ii Roi Des Monstres,VF,2D,2.0,,286.0,"0,69%",06/06/2019,15:50
SALLE 3,Rocketman,VF,2D,,,192.0,,06/06/2019,16:00
SALLE 4,Une Part D'ombre,FR,2D,1.0,1.0,91.0,"2,15%",06/06/2019,16:10
SALLE 5,Les Plus Belles Années D'une Vie,FR,2D,7.0,,107.0,"6,14%",06/06/2019,16:20
SALLE 2,Stubby,FR,2D,,,144.0,,06/06/2019,16:30
SALLE 1,The Dead Don't Die,VO,2D,2.0,,91.0,"2,15%",06/06/2019,18:00
SALLE 4,Nous Finirons Ensemble,FR,2D,,,93.0,,06/06/2019,18:10
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,3.0,,141.0,"2,08%",06/06/2019,18:20
SALLE 3,Sibyl,FR,2D,4.0,,188.0,"2,08%",06/06/2019,18:30
SALLE 5,Venise N'est Pas En Italie,FR,2D,,,114.0,,06/06/2019,18:30
SALLE 6,X-men : Dark Phoenix,VF,2D,9.0,,279.0,"3,13%",06/06/2019,18:30
SALLE 1,Nous Finirons Ensemble,FR,2D,5.0,,88.0,"5,38%",06/06/2019,21:00
SALLE 2,Une Part D'ombre,FR,2D,2.0,,142.0,"1,39%",06/06/2019,21:00
SALLE 3,Rocketman,VF,2D,4.0,,188.0,"2,08%",06/06/2019,21:00
SALLE 4,Douleur Et Gloire,VO,2D,4.0,,89.0,"4,30%",06/06/2019,21:00
SALLE 5,Venise N'est Pas En Italie,FR,2D,12.0,,102.0,"10,53%",06/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,24.0,1.0,263.0,"8,68%",06/06/2019,21:00
SALLE 1,Une Part D'ombre,FR,2D,2.0,,91.0,"2,15%",07/06/2019,13:50
SALLE 2,Sibyl,FR,2D,1.0,,143.0,"0,69%",07/06/2019,13:50
SALLE 3,Venise N'est Pas En Italie,FR,2D,8.0,,184.0,"4,17%",07/06/2019,13:50
SALLE 4,Les Plus Belles Années D'une Vie,FR,2D,2.0,,91.0,"2,15%",07/06/2019,13:50
SALLE 5,Nous Finirons Ensemble,FR,2D,1.0,,113.0,"0,88%",07/06/2019,13:50
SALLE 6,Douleur Et Gloire,VF,2D,3.0,,285.0,"1,04%",07/06/2019,13:50
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,5.0,2.0,185.0,"3,65%",07/06/2019,15:50
SALLE 1,Le Jeune Ahmed,FR,2D,7.0,,86.0,"7,53%",07/06/2019,16:00
SALLE 2,Une Part D'ombre,FR,2D,8.0,,136.0,"5,56%",07/06/2019,16:00
SALLE 4,Venise N'est Pas En Italie,FR,2D,4.0,,89.0,"4,30%",07/06/2019,16:00
SALLE 6,Sibyl,FR,2D,2.0,,286.0,"0,69%",07/06/2019,16:10
SALLE 5,Stubby,FR,2D,3.0,,111.0,"2,63%",07/06/2019,16:30
SALLE 1,Godzilla Ii Roi Des Monstres,VF,2D,7.0,,86.0,"7,53%",07/06/2019,18:00
SALLE 2,The Dead Don't Die,VO,2D,4.0,,140.0,"2,78%",07/06/2019,18:00
SALLE 4,Les Plus Belles Années D'une Vie,FR,2D,6.0,,87.0,"6,45%",07/06/2019,18:10
SALLE 5,Aladdin,VF,2D,19.0,,95.0,"16,67%",07/06/2019,18:20
SALLE 6,Rocketman,VF,2D,6.0,,282.0,"2,08%",07/06/2019,18:20
SALLE 3,X-men : Dark Phoenix,VF,2D,15.0,,177.0,"7,81%",07/06/2019,18:30
SALLE 4,Venise N'est Pas En Italie,FR,2D,21.0,,72.0,"22,58%",07/06/2019,20:20
SALLE 2,Chemins De Travers,FR,2D,26.0,,118.0,"18,06%",07/06/2019,20:30
SALLE 1,Godzilla Ii Roi Des Monstres,VF,2D,15.0,,78.0,"16,13%",07/06/2019,21:00
SALLE 3,Aladdin,VF,2D,37.0,,155.0,"19,27%",07/06/2019,21:00
SALLE 5,Rocketman,VF,2D,8.0,,106.0,"7,02%",07/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,29.0,,259.0,"10,07%",07/06/2019,21:00
SALLE 4,X-men : Dark Phoenix,VF,2D,10.0,,83.0,"10,75%",07/06/2019,22:20
SALLE 1,Les Plus Belles Années D'une Vie,FR,2D,,,93.0,,08/06/2019,13:30
SALLE 2,Stubby,FR,2D,7.0,,137.0,"4,86%",08/06/2019,13:30
SALLE 3,Une Part D'ombre,FR,2D,1.0,,191.0,"0,52%",08/06/2019,13:30
SALLE 4,Le Jeune Ahmed,FR,2D,4.0,,89.0,"4,30%",08/06/2019,13:30
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,26.0,,88.0,"22,81%",08/06/2019,13:30
SALLE 6,Aladdin,VF,2D,22.0,1.0,265.0,"7,99%",08/06/2019,13:30
SALLE 1,Douleur Et Gloire,VO,2D,2.0,,91.0,"2,15%",08/06/2019,15:30
SALLE 2,Pokémon Détective Pikachu,VF,2D,14.0,,130.0,"9,72%",08/06/2019,15:30
SALLE 4,Rocketman,VF,2D,6.0,,87.0,"6,45%",08/06/2019,15:30
SALLE 3,Aladdin,VF,2D,11.0,,181.0,"5,73%",08/06/2019,15:40
SALLE 5,Venise N'est Pas En Italie,FR,2D,3.0,1.0,110.0,"3,51%",08/06/2019,16:10
SALLE 6,X-men : Dark Phoenix,VF,2D,17.0,,271.0,"5,90%",08/06/2019,16:10
SALLE 1,Rocketman,VO,2D,4.0,2.0,87.0,"6,45%",08/06/2019,17:50
SALLE 2,Sibyl,FR,2D,3.0,,141.0,"2,08%",08/06/2019,17:50
SALLE 4,Le Potager De Mon Grand-père,FR,2D,8.0,,85.0,"8,60%",08/06/2019,18:00
SALLE 3,Aladdin,VF,2D,23.0,,169.0,"11,98%",08/06/2019,18:20
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,14.0,,100.0,"12,28%",08/06/2019,18:20
SALLE 6,X-men : Dark Phoenix,VF,2D,16.0,1.0,271.0,"5,90%",08/06/2019,18:30
SALLE 2,Aladdin,VF,2D,57.0,,87.0,"39,58%",08/06/2019,20:00
SALLE 4,Venise N'est Pas En Italie,FR,2D,33.0,,60.0,"35,48%",08/06/2019,20:00
SALLE 1,Le Jeune Ahmed,FR,2D,8.0,,85.0,"8,60%",08/06/2019,20:30
SALLE 3,Rocketman,VF,2D,26.0,,166.0,"13,54%",08/06/2019,21:00
SALLE 5,Nous Finirons Ensemble,FR,2D,19.0,,95.0,"16,67%",08/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,45.0,,242.0,"15,97%",08/06/2019,21:00
SALLE 4,The Dead Don't Die,VO,2D,2.0,,91.0,"2,15%",08/06/2019,22:00
SALLE 1,Godzilla Ii Roi Des Monstres,VF,2D,13.0,,80.0,"13,98%",08/06/2019,22:30
SALLE 2,X-men : Dark Phoenix,VF,2D,11.0,,133.0,"7,64%",08/06/2019,22:30
SALLE 6,Aladdin,VF,2D,18.0,,270.0,"6,25%",09/06/2019,10:50
SALLE 1,Le Jeune Ahmed,FR,2D,,,93.0,,09/06/2019,11:00
SALLE 2,Drôles De Cigognes !,VF,2D,2.0,,142.0,"1,39%",09/06/2019,11:00
SALLE 3,Venise N'est Pas En Italie,FR,2D,2.0,,190.0,"1,04%",09/06/2019,11:00
SALLE 4,Pokémon Détective Pikachu,VF,2D,8.0,2.0,83.0,"10,75%",09/06/2019,11:00
SALLE 5,Stubby,FR,2D,6.0,,108.0,"5,26%",09/06/2019,11:00
SALLE 1,Douleur Et Gloire,VO,2D,9.0,,84.0,"9,68%",09/06/2019,13:30
SALLE 2,Godzilla Ii Roi Des Monstres,VF,2D,26.0,,118.0,"18,06%",09/06/2019,13:30
SALLE 3,Les Plus Belles Années D'une Vie,FR,2D,12.0,2.0,178.0,"7,29%",09/06/2019,13:30
SALLE 4,Venise N'est Pas En Italie,FR,2D,34.0,2.0,57.0,"38,71%",09/06/2019,13:30
SALLE 5,Stubby,FR,2D,7.0,,107.0,"6,14%",09/06/2019,13:30
SALLE 6,Aladdin,VF,2D,39.0,,249.0,"13,54%",09/06/2019,13:30
SALLE 5,Nous Finirons Ensemble,FR,2D,59.0,,55.0,"51,75%",09/06/2019,15:30
SALLE 3,X-men : Dark Phoenix,VF,2D,108.0,,84.0,"56,25%",09/06/2019,15:50
SALLE 4,Pokémon Détective Pikachu,VF,2D,62.0,,31.0,"66,67%",09/06/2019,15:50
SALLE 1,Le Jeune Ahmed,FR,2D,31.0,,62.0,"33,33%",09/06/2019,16:00
SALLE 2,Rocketman,VF,2D,31.0,,113.0,"21,53%",09/06/2019,16:10
SALLE 6,Aladdin,VF,2D,138.0,,150.0,"47,92%",09/06/2019,16:20
SALLE 1,Godzilla Ii Roi Des Monstres,VF,2D,26.0,,67.0,"27,96%",09/06/2019,18:00
SALLE 3,Rocketman,VF,2D,40.0,,152.0,"20,83%",09/06/2019,18:20
SALLE 4,Qu'est-ce Qu'on Attend?,FR,2D,7.0,,86.0,"7,53%",09/06/2019,18:20
SALLE 5,Une Part D'ombre,FR,2D,21.0,,93.0,"18,42%",09/06/2019,18:20
SALLE 2,X-men : Dark Phoenix,VF,2D,59.0,2.0,83.0,"42,36%",09/06/2019,18:40
SALLE 6,Venise N'est Pas En Italie,FR,2D,26.0,,262.0,"9,03%",09/06/2019,19:00
SALLE 1,The Dead Don't Die,VO,2D,13.0,,80.0,"13,98%",09/06/2019,21:00
SALLE 2,Rocketman,VF,2D,31.0,,113.0,"21,53%",09/06/2019,21:00
SALLE 3,Aladdin,VF,2D,78.0,3.0,111.0,"42,19%",09/06/2019,21:00
SALLE 4,Sibyl,FR,2D,13.0,,80.0,"13,98%",09/06/2019,21:00
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,27.0,1.0,86.0,"24,56%",09/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,56.0,1.0,231.0,"19,79%",09/06/2019,21:00
SALLE 3,Aladdin,VF,2D,23.0,,169.0,"11,98%",10/06/2019,10:50
SALLE 1,Les Plus Belles Années D'une Vie,FR,2D,5.0,,88.0,"5,38%",10/06/2019,11:00
SALLE 2,Drôles De Cigognes !,VF,2D,12.0,,132.0,"8,33%",10/06/2019,11:00
SALLE 4,Pokémon Détective Pikachu,VF,2D,10.0,,83.0,"10,75%",10/06/2019,11:00
SALLE 5,Stubby,FR,2D,6.0,,108.0,"5,26%",10/06/2019,11:00
SALLE 6,Douleur Et Gloire,VF,2D,9.0,,279.0,"3,13%",10/06/2019,11:00
SALLE 1,Le Jeune Ahmed,FR,2D,9.0,,84.0,"9,68%",10/06/2019,13:30
SALLE 2,Rocketman,VF,2D,11.0,,133.0,"7,64%",10/06/2019,13:30
SALLE 3,Aladdin,VF,2D,87.0,,105.0,"45,31%",10/06/2019,13:30
SALLE 4,Pokémon Détective Pikachu,VF,2D,45.0,,48.0,"48,39%",10/06/2019,13:30
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,18.0,,96.0,"15,79%",10/06/2019,13:30
SALLE 6,X-men : Dark Phoenix,VF,2D,49.0,,239.0,"17,01%",10/06/2019,13:30
SALLE 1,Une Part D'ombre,FR,2D,42.0,6.0,45.0,"51,61%",10/06/2019,15:20
SALLE 2,Rocketman,VF,2D,46.0,,98.0,"31,94%",10/06/2019,16:00
SALLE 4,Stubby,FR,2D,61.0,,32.0,"65,59%",10/06/2019,16:00
SALLE 6,Aladdin,VF,2D,169.0,,119.0,"58,68%",10/06/2019,16:00
SALLE 3,X-men : Dark Phoenix,VF,2D,63.0,,129.0,"32,81%",10/06/2019,16:10
SALLE 5,Sibyl,FR,2D,14.0,,100.0,"12,28%",10/06/2019,16:10
SALLE 1,Les Plus Belles Années D'une Vie,FR,2D,13.0,,80.0,"13,98%",10/06/2019,17:20
SALLE 4,Nous Finirons Ensemble,FR,2D,31.0,,62.0,"33,33%",10/06/2019,18:00
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,8.0,,106.0,"7,02%",10/06/2019,18:20
SALLE 2,Douleur Et Gloire,VF,2D,24.0,1.0,119.0,"17,36%",10/06/2019,18:30
SALLE 3,X-men : Dark Phoenix,VF,2D,20.0,,172.0,"10,42%",10/06/2019,18:40
SALLE 6,Venise N'est Pas En Italie,FR,2D,56.0,,232.0,"19,44%",10/06/2019,18:40
SALLE 1,Le Jeune Ahmed,FR,2D,10.0,,83.0,"10,75%",10/06/2019,19:10
SALLE 1,The Dead Don't Die,VO,2D,10.0,,83.0,"10,75%",10/06/2019,21:00
SALLE 2,Rocketman,VO,2D,10.0,,134.0,"6,94%",10/06/2019,21:00
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,6.0,,186.0,"3,13%",10/06/2019,21:00
SALLE 4,Venise N'est Pas En Italie,FR,2D,5.0,,88.0,"5,38%",10/06/2019,21:00
SALLE 5,Sibyl,FR,2D,1.0,,113.0,"0,88%",10/06/2019,21:00
SALLE 6,Les Plus Belles Années D'une Vie,FR,2D,5.0,,283.0,"1,74%",10/06/2019,21:00
SALLE 1,The Dead Don't Die,VO,2D,,,93.0,,11/06/2019,13:50
SALLE 2,Venise N'est Pas En Italie,FR,2D,10.0,1.0,133.0,"7,64%",11/06/2019,13:50
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,2.0,,190.0,"1,04%",11/06/2019,13:50
SALLE 4,Rocketman,VF,2D,4.0,,89.0,"4,30%",11/06/2019,13:50
SALLE 5,Une Part D'ombre,FR,2D,6.0,,108.0,"5,26%",11/06/2019,13:50
SALLE 6,Douleur Et Gloire,VF,2D,2.0,,286.0,"0,69%",11/06/2019,13:50
SALLE 2,Nous Finirons Ensemble,FR,2D,7.0,,137.0,"4,86%",11/06/2019,16:00
SALLE 5,Godzilla Ii Roi Des Monstres,VF,2D,5.0,,109.0,"4,39%",11/06/2019,16:00
SALLE 6,X-men : Dark Phoenix,VF,2D,6.0,,282.0,"2,08%",11/06/2019,16:10
SALLE 1,Sibyl,FR,2D,5.0,,88.0,"5,38%",11/06/2019,16:20
SALLE 4,Rocketman,VO,2D,6.0,,87.0,"6,45%",11/06/2019,16:20
SALLE 3,Le Jeune Ahmed,FR,2D,8.0,,184.0,"4,17%",11/06/2019,16:30
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,2.0,,190.0,"1,04%",11/06/2019,18:20
SALLE 1,Douleur Et Gloire,VO,2D,4.0,,89.0,"4,30%",11/06/2019,18:30
SALLE 6,X-men : Dark Phoenix,VF,2D,15.0,,273.0,"5,21%",11/06/2019,18:30
SALLE 2,Venise N'est Pas En Italie,FR,2D,2.0,,142.0,"1,39%",11/06/2019,18:40
SALLE 5,Sibyl,FR,2D,,,114.0,,11/06/2019,18:40
SALLE 4,Les Plus Belles Années D'une Vie,FR,2D,7.0,,86.0,"7,53%",11/06/2019,18:50
SALLE 1,Le Jeune Ahmed,FR,2D,4.0,,89.0,"4,30%",11/06/2019,21:00
SALLE 2,Rocketman,VF,2D,13.0,,131.0,"9,03%",11/06/2019,21:00
SALLE 3,Aladdin,VF,2D,39.0,,153.0,"20,31%",11/06/2019,21:00
SALLE 4,Venise N'est Pas En Italie,FR,2D,9.0,,84.0,"9,68%",11/06/2019,21:00
SALLE 5,Nous Finirons Ensemble,FR,2D,14.0,,100.0,"12,28%",11/06/2019,21:00
SALLE 6,X-men : Dark Phoenix,VF,2D,30.0,,258.0,"10,42%",11/06/2019,21:00
SALLE 1,Parasite,VO,2D,3.0,,90.0,"3,23%",12/06/2019,13:30
SALLE 2,Pokémon Détective Pikachu,VF,2D,7.0,,137.0,"4,86%",12/06/2019,13:30
SALLE 3,Rocketman,VF,2D,1.0,,191.0,"0,52%",12/06/2019,13:30
SALLE 4,Roxane,FR,2D,4.0,,89.0,"4,30%",12/06/2019,13:30
SALLE 5,Aladdin,VF,2D,23.0,,91.0,"20,18%",12/06/2019,13:30
SALLE 6,Men In Black: International,VF,2D,11.0,1.0,276.0,"4,17%",12/06/2019,13:30
SALLE 4,La Petite Taupe,VF,2D,,,93.0,,12/06/2019,15:20
SALLE 2,Aladdin,VF,2D,6.0,,138.0,"4,17%",12/06/2019,15:50
SALLE 3,Godzilla Ii Roi Des Monstres,VF,2D,7.0,,185.0,"3,65%",12/06/2019,15:50
SALLE 5,Parasite,VO,2D,4.0,,110.0,"3,51%",12/06/2019,16:00
SALLE 1,Pokémon Détective Pikachu,VF,2D,14.0,,79.0,"15,05%",12/06/2019,16:10
SALLE 6,Roxane,FR,2D,6.0,,282.0,"2,08%",12/06/2019,16:10
SALLE 4,X-men : Dark Phoenix,VF,2D,7.0,,86.0,"7,53%",12/06/2019,16:30
SALLE 1,Godzilla Ii Roi Des Monstres,VF,2D,4.0,,89.0,"4,30%",12/06/2019,18:20
SALLE 6,Men In Black: International,VF,2D,16.0,,272.0,"5,56%",12/06/2019,18:20
SALLE 2,Rocketman,VF,2D,,,144.0,,12/06/2019,18:30
SALLE 3,Aladdin,VF,2D,2.0,,190.0,"1,04%",12/06/2019,18:30
SALLE 5,X-men : Dark Phoenix,VF,2D,4.0,,110.0,"3,51%",12/06/2019,18:40
SALLE 4,Sibyl,FR,2D,2.0,,91.0,"2,15%",12/06/2019,18:50
SALLE 1,Parasite,VO,2D,4.0,,89.0,"4,30%",12/06/2019,21:00
SALLE 2,X-men : Dark Phoenix,VF,2D,21.0,,123.0,"14,58%",12/06/2019,21:00
SALLE 3,Roxane,FR,2D,9.0,,183.0,"4,69%",12/06/2019,21:00
SALLE 4,Venise N'est Pas En Italie,FR,2D,10.0,2.0,81.0,"12,90%",12/06/2019,21:00
SALLE 5,John Wick Parabellum,VF,2D,7.0,,107.0,"6,14%",12/06/2019,21:00
